OBJECTID,ZIPCODE,GIS_ID,WEB_URL,NAME,TYPE,LABEL,ZIP_CODE_TEXT,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
633,20515,ZIP_515,https://www.usps.com/,UNITED STATES HOUSE OF REPRESENTATIVES,UNIQUE,20515,20515,{9CECA145-464C-4910-9F9B-62F92941CF0E},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
634,20520,ZIP_520,https://www.usps.com/,STATE DEPARTMENT,UNIQUE,20520,20520,{6D58F6E0-3A05-47EA-865C-FB0EEC268A32},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
635,20521,ZIP_521,https://www.usps.com/,OFFICE OF PUBLIC DIPLOMACY AND PUBLIC AFFAIRS,UNIQUE,20521,20521,{1E9C0D22-E707-4329-A73F-5CBA220E071E},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
636,20522,ZIP_522,https://www.usps.com/,STATE DEPARTMENT,UNIQUE,20522,20522,{0966BD01-FECB-49FB-876B-0C689D4D1890},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
637,20523,ZIP_523,https://www.usps.com/,DEPARTMENT OF STATE INTERNATIONAL DIVISION,UNIQUE,20523,20523,{B3ED5925-34FD-4FFE-A81C-58326CDFA9C9},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
638,20524,ZIP_524,https://www.usps.com/,PASSPORT OFFICE DC,UNIQUE,20524,20524,{B3504BD9-6C30-4058-81CC-3752AB3FB253},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
639,20526,ZIP_526,https://www.usps.com/,PEACE CORPS,UNIQUE,20526,20526,{2D36809E-8590-41BF-85CA-38A9143D951F},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
640,20527,ZIP_527,https://www.usps.com/,OVERSEAS PRIVATE INVESTMENT CORPORATION,UNIQUE,20527,20527,{D7FF3D81-01D4-4A25-873B-E992BE786851},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
641,20528,ZIP_528,https://www.usps.com/,DEPARTMENT OF HOMELAND SECURITY,UNIQUE,20528,20528,{382E795E-B4FD-4185-979A-C782953D5F55},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
642,20529,ZIP_529,https://www.usps.com/,U.S CITIZENSHIP AND IMMIGRATION SERVICES,UNIQUE,20529,20529,{97D64E1F-DDA5-48CF-A4FD-5CF0B8BC6CF8},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
643,20530,ZIP_530,https://www.usps.com/,DEPARTMENT OF JUSTICE,UNIQUE,20530,20530,{4BDFB477-7394-4B62-BD4B-E86BC685DED3},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
644,20534,ZIP_534,https://www.usps.com/,BUREAU OF PRISONS,UNIQUE,20534,20534,{5C7AB923-CD88-45BE-8D05-9791F6E84098},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
645,20535,ZIP_535,https://www.usps.com/,FEDERAL BUREAU OF INVESTIGATION,UNIQUE,20535,20535,{31B8CCFE-124F-42C4-BC4F-93EA77064609},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
646,20540,ZIP_540,https://www.usps.com/,LIBRARY OF CONGRESS,UNIQUE,20540,20540,{E13C259F-FB77-4973-B704-92123A65288B},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
647,20542,ZIP_542,https://www.usps.com/,LIBRARY OF CONGRESS - TAYLOR ST ANNEX,UNIQUE,20542,20542,{34F58E2E-0816-498D-8DA6-68B7AFC8157C},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
648,20543,ZIP_543,https://www.usps.com/,US SUPREME COURT,UNIQUE,20543,20543,{75404641-A3D7-4019-B099-CD911D4167C2},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
649,20544,ZIP_544,https://www.usps.com/,ADMINSTRATION OFFICE OF THE US COURTS,UNIQUE,20544,20544,{A36A721E-9BD8-44B6-B7A9-0EA96D761893},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
650,20546,ZIP_546,https://www.usps.com/,NASA,UNIQUE,20546,20546,{EED6CA6F-A247-4D21-B5DD-8F6CE0B120E2},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
651,20547,ZIP_547,https://www.usps.com/, ,STANDARD,20547,20547,{F92A12E5-6DA9-4DCD-ADCE-5817220A48E6},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
652,20548,ZIP_548,https://www.usps.com/,GENERAL ACCOUNTING OFFICE,UNIQUE,20548,20548,{261D10D7-4D8D-439C-9C4B-9D271C077688},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
653,20549,ZIP_549,https://www.usps.com/,SECURITIES AND EXCHANGE COMMISSION,UNIQUE,20549,20549,{933D2716-61B7-4DE0-8CD7-0F998F7640AF},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
654,20551,ZIP_551,https://www.usps.com/,FEDERAL RESERVE BOARD,UNIQUE,20551,20551,{A70E31C0-27B1-420A-8A3E-AD16C61A5978},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
655,20552,ZIP_552,https://www.usps.com/,OFFICE OF THRIFT SUPERVISION,UNIQUE,20552,20552,{36AC7A5D-A299-43C4-8932-E65CC725E5E9},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
656,20553,ZIP_553,https://www.usps.com/,FEDERAL AVIATION ADMINISTRATION,UNIQUE,20553,20553,{03B826A1-A6E9-4A39-9921-9E04AC3E0CD4},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
657,20554,ZIP_554,https://www.usps.com/,FEDERAL COMMUNICATIONS COMMISSION,UNIQUE,20554,20554,{33AFCE6B-C1C4-41DC-BECE-6C1B77807514},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
658,20557,ZIP_557,https://www.usps.com/,LIBRARY OF CONGRESS,UNIQUE,20557,20557,{1EC7CADD-8BAA-447D-AD69-F2683425BD55},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
659,20559,ZIP_559,https://www.usps.com/,US COPYRIGHT OFFICE,UNIQUE,20559,20559,{4798D2CC-E768-468D-AD77-52CFF876F65C},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
660,20560,ZIP_560,https://www.usps.com/,SMITHSONIAN INSTITUTION,UNIQUE,20560,20560,{BE24CF5E-9681-4C17-975B-02ED5900BF5E},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
661,20565,ZIP_565,https://www.usps.com/,NATIONAL GALLERY OF ART,UNIQUE,20565,20565,{613B1D4C-6113-4B7B-9614-AF755AFA9598},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
662,20566,ZIP_566,https://www.usps.com/,JOHN F KENNEDY CENTER,UNIQUE,20566,20566,{9770912D-C5B1-4F7A-8B9C-CF53EC08BFA6},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
663,20570,ZIP_570,https://www.usps.com/,NATIONAL LABOR RELATIONS BOARD,UNIQUE,20570,20570,{12C62801-51F0-4DA9-82F2-0BCE215053CF},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
664,20571,ZIP_571,https://www.usps.com/,EXPORT IMPORT BANK,UNIQUE,20571,20571,{C0B260A1-CB66-49E6-BA01-9FE6DF7A2DF0},JLAY,2022/10/14 21:56:15+00,JLAY,2022/10/14 21:56:15+00,0,0
